Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
DBL0422706609B1,HEMAVITON NEURO FORTE,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,KAPLET SALUT SELAPUT,"DUS, 1 BLISTER @ 10 KAPLET SALUT SELAPUT ;; DUS, 15 DUS @ 1 BLISTER @ 10 KAPLET SALUT SELAPUT",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-08-27,2030-08-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,2
DBL0423407537A1,OBH SEKAR,,SIRUP,"1 BOTOL @ 100 ML ;; DUS, 1 BOTOL @ 100 ML",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2023-09-12,2028-01-04,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.3,False,2
DBL0434003633A1,NOVADIAR,KAOLIN. PECTIN,SUSPENSI; 986.000 MG /40.000 MG,"DUS, 1 BOTOL PLASTIK @ 60 ML",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2023-10-12,2025-08-23,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,1.9,True,1
DBL0509205809B1,NUTRALIX 5000,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE,KAPLET SALUT SELAPUT,"DUS, 5 AMPLOP @ 1 STRIP @ 10 KAPLET SALUT SELAPUT",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2025-02-26,2030-02-26,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1
DBL0510701109B1,NEUROTROPIC 5000,,KAPLET SALUT SELAPUT,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET SALUT SELAPUT",GLOBAL MULTI PHARMALAB - Indonesia,GLOBAL MULTI PHARMALAB,Indonesia,2024-12-26,2028-03-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.2,False,1
DBL0515203404A1,MESAMOL,PARACETAMOL,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2025-08-04,2030-07-29,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0515203537A1,MESAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2025-08-29,2030-07-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.9,False,1
DBL0521631433A1,PRAXION,PARACETAMOL,SUSPENSI; 120 MG,"DUS, BOTOL PLASTIK @ 60 ML",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2021-12-17,2026-12-17,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0521631433B1,PRAXION FORTE,PARACETAMOL,SUSPENSI,"DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, BOTOL PLASTIK @ 60 ML",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2026-04-17,2031-04-17,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
DBL0521631536A1,PRAXION,PARACETAMOL,DROPS; 100 MG,"DUS, 1 BOTOL PLASTIK @ 15 ML",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2021-12-23,2026-12-23,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0524221237A1,SOLAC,,SIRUP,"DUS, 1 BOTOL @ 120 ML",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2024-09-19,2029-03-21,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.5,False,1
DBL0533206017A1,NEUROMED 5000,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,TABLET SALUT SELAPUT,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT ;; DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2025-04-24,2030-04-24,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,2
DBL0534005633A1,NOVAMAG,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE,SUSPENSI; 200 MG /20 MG,"DUS, 1 BOTOL PLASTIK @ 60 ML",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2020-05-29,2024-12-15,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.5,True,1
DBL0607809236A1,HUFAGRIPP DEMAM,PARACETAMOL,DROPS,"DUS, 1 BOTOL @ 15 ML",GRATIA HUSADA FARMA - Indonesia,GRATIA HUSADA FARMA,Indonesia,2025-05-07,2030-05-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0609201137B1,FASIDOL FORTE,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2025-07-02,2030-07-02,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0609204704B1,FASIDOL FORTE,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2024-11-11,2029-08-26,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.8,False,1
DBL0615204663A1,MESAMAG,,TABLET KUNYAH,"DUS, 10 STRIP @ 10 TABLET KUNYAH",MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2022-05-17,2027-05-17,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
DBL0617206837A1,NELLCO OBH BATUK BERDAHAK,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,"DUS, 1 BOTOL @ 55 ML ;; DUS, 1 BOTOL @ 100 ML",NELLCO INDOPHARMA - Indonesia,NELLCO INDOPHARMA,Indonesia,2025-06-29,2026-09-09,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,1.2,False,2
DBL0617206837A2,NELLCO OBH BATUK BERDAHAK,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,"DUS, 10 SACHET @ 15 ML ;; DUS, 25 SACHET @ 7,5 ML",NELLCO INDOPHARMA - Indonesia,NELLCO INDOPHARMA,Indonesia,2025-06-29,2026-09-09,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,1.2,False,2
DBL0623402704B1,MIRASIC FORTE,,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2023-09-12,2028-01-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.3,False,1
DBL0627508204B1,PACETIK-500,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",YEKATRIA FARMA - Indonesia,YEKATRIA FARMA,Indonesia,2025-05-09,2030-05-09,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0627508204B2,PACETIK-500,PARACETAMOL,KAPLET,BOTOL PLASTIK @ 100 KAPLET,YEKATRIA FARMA - Indonesia,YEKATRIA FARMA,Indonesia,2025-05-05,2030-05-05,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0627508337A1,PACETIK,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",YEKATRIA FARMA - Indonesia,YEKATRIA FARMA,Indonesia,2025-05-05,2030-05-05,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0632711509A1,RINDOBION,,KAPLET SALUT SELAPUT,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET SALUT SELAPUT ;; DUS,10 STRIP @ 10 KAPLET SALUT SELAPUT",YARINDO FARMATAMA - Indonesia,YARINDO FARMATAMA,Indonesia,2024-05-12,2029-05-12,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
DBL0636700304A1,SELESMOL,,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2024-04-01,2028-11-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.7,False,1
DBL0636700404A1,SELEDIAR,ATTAPULGITE. PECTIN,KAPLET; 650 MG /50 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2021-07-28,2026-03-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.7,True,1
DBL0704000624A1,PK,POTASSIUM PERMANGANATE,SERBUK; 5 G,POT @ 5 G,CIUBROS FARMA - Indonesia,CIUBROS FARMA,Indonesia,2023-09-20,2027-08-06,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.9,False,1
DBL0706505333A1,ETASID,MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30. DRIED ALUMINIUM HYDROXIDE GEL,SUSPENSI; 200 MG,"DUS, 1 BOTOL @ 60 ML",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2022-02-21,2027-02-21,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0709301337A1,OBH IKA,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,BOTOL @ 200 ML ;; BOTOL @ 100 ML,IKAPHARMINDO PUTRAMAS Tbk. - Indonesia,IKAPHARMINDO PUTRAMAS Tbk.,Indonesia,2025-09-03,2029-07-01,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,3.8,False,2
DBL0718820733A1,OPIDIAR,,SUSPENSI,"DUS, 1 BOTOL PLASTIK @ 120 ML",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2022-05-12,2027-03-03,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.8,False,1
DBL0721015109A1,NEURAXON 5000,THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,"KAPLET SALUT SELAPUT; 100,00 MG /100,00 MG /5,00 MG","DUS, 10 CATCH COVER @ 1 STRIP @ 10 KAPLET SALUT SELAPUT",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2023-12-03,2027-06-20,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.5,False,1
DBL0723410204A1,MIRASIC PLUS,CAFFEINE | PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2025-05-07,2030-05-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
DBL0730703663A1,NEOLANTA OBAT KEMBUNG,SIMETHICONE,TABLET KUNYAH,"DUS , 25 BLISTER @ 4 TABLET KUNYAH",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2025-02-03,2029-12-10,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.8,False,1
DBL0804130437A1,OBH COMBI BATUK BERDAHAK RASA JAHE,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,"DUS, 1 BOTOL PLASTIK @ 100 ML",COMBIPHAR - Indonesia,COMBIPHAR,Indonesia,2025-03-12,2030-03-12,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
DBL0824503433A1,PANADOL ANAK-ANAK,PARACETAMOL,SUSPENSI; 250 MG,"DUS, 1 BOTOL PLASTIK @ 60 ML",STERLING PRODUCTS INDONESIA - Indonesia,STERLING PRODUCTS INDONESIA,Indonesia,2024-08-05,2029-08-05,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0831528141A1,CALLUSOL,LACTIC ACID | LAUROMACROGOLUM 400 | SALICYLIC ACID,CAIRAN OBAT LUAR,"DUS, 1 BOTOL @ 10 ML",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2025-02-17,2030-02-17,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1
DBL0835306136A1,MORETIC,PARACETAMOL,DROPS; 60 MG,"DUS, 1 BOTOL @ 15 ML",GRACIA PHARMINDO - Indonesia,GRACIA PHARMINDO,Indonesia,2024-10-13,2029-10-13,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0909219233A1,KANINA,KAOLIN | PECTIN,SUSPENSI,"DUS, 1 BOTOL @ 60 ML",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2024-11-07,2029-11-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
DBL0910808636A1,ITAMOL,PARACETAMOL,DROPS,"DUS, 1 BOTOL @ 15 ML",BERLICO MULIA FARMA - Indonesia,BERLICO MULIA FARMA,Indonesia,2026-02-23,2030-12-23,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.8,False,1
DBL0913705337A1,LACONS,LACTULOSE,SIRUP,"DUS, 1 BOTOL @ 60 ML",MAHAKAM BETA FARMA - Indonesia,MAHAKAM BETA FARMA,Indonesia,2025-05-27,2030-05-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0916910433A1,STOMACH,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE | SIMETHICONE,SUSPENSI,"DUS, 1 BOTOL @ 60 ML ;; DUS, BOTOL @ 60 ML",MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2025-09-26,2030-09-26,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,2
DBL0919927410A1,ANEMOLAT,FOLIC ACID,TABLET; 1 MG,"DUS, 10 BLISTER @ 10 TABLET",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2022-08-04,2027-08-04,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0928404710A1,FASGO,PARACETAMOL,TABLET; 500 MG,"DUS, 20 STRIP @ 10 TABLET",FINUSOLPRIMA FARMA INTERNASIONAL - Indonesia,FINUSOLPRIMA FARMA INTERNASIONAL,Indonesia,2024-03-12,2029-03-12,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0931406310A1,BIMALCUS,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM TRISILICATE,TABLET; 202.5 MG /305 MG,"DUS, 10 CATCH COVER @ 1 STRIP @ 10 TABLET",LLOYD PHARMA INDONESIA - Indonesia,LLOYD PHARMA INDONESIA,Indonesia,2021-11-06,2026-11-06,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL0934001704B1,NOVAGESIC FORTE,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET ;; DUS, 10 STRIP @ 10 KAPLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2026-01-27,2030-09-10,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.6,False,2
DBL0938200537A1,CONSTIPEN,LACTULOSE CONCENTRATE,SIRUP,"DUS, 1 BOTOL @ 60 ML ;; DUS, 1 BOTOL @ 120 ML",PHARMA HEALTH CARE - Indonesia,PHARMA HEALTH CARE,Indonesia,2026-04-27,2030-08-01,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.3,False,2
DBL1000203835A1,PEDIALYTE,DEXTROSE MONOHYDRATE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. POTASSIUM CITRATE MONOHYDRATE,CAIRAN ORAL; 25.00 MG /2.05 MG /0.98 MG /2.16 MG,BOTOL PLASTIK  @ 500 ML,ABBOTT INDONESIA - Indonesia,ABBOTT INDONESIA,Indonesia,2020-12-03,2025-11-22,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
DBL1000203935A1,PEDIALYTE (AROMA BUBBLE GUM),DEXTROSE MONOHYDRATE. POTASSIUM CITRATE MONOHYDRATE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE,CAIRAN ORAL; 29.78 mg /2.397 MG /2.163 MG /1.141 MG,BOTOL PLASTIK @ 500 ML,ABBOTT INDONESIA - Indonesia,ABBOTT INDONESIA,Indonesia,2020-12-03,2025-11-22,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
DBL1001803133A1,KOLTIN,KAOLIN | PECTIN,SUSPENSI,"DUS, 1 BOTOL @ 60 ML",BALATIF - Indonesia,BALATIF,Indonesia,2025-06-25,2030-05-10,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.9,False,1
DBL1004427063A1,ANFLAT,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE | SIMETHICONE,TABLET KUNYAH,"DUS, 10 STRIP @ 10 TABLET KUNYAH",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2024-12-31,2029-12-31,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1
DBL1007119936A1,EMTURNAS,,DROPS,"DUS, 1 BOTOL @ 15 ML",PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA - Indonesia,PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA,Indonesia,2021-05-01,2025-05-14,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.0,True,1
DBL1009221304A1,FASIDOL PLUS,CAFFEINE | PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2025-05-14,2030-05-14,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
DBL1017624936A1,PAMOL,PARACETAMOL,DROPS; 60 MG,"DUS, 1 BOTOL @ 15 ML",INTERBAT - Indonesia,INTERBAT,Indonesia,2024-08-18,2029-08-18,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL1024400337B1,TEMPRA FORTE (BUBBLEGUM),PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",TAISHO PHARMACEUTICAL INDONESIA - Indonesia,TAISHO PHARMACEUTICAL INDONESIA,Indonesia,2020-10-27,2025-10-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
DBL1025803404A1,TRIFAMOL,PARACETAMOL,KAPLET; 500 MG,BOTOL PLASTIK @ 100 KAPLET,TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2021-12-31,2026-12-31,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL1025803404A2,TRIFAMOL,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET ;; DUS, 10 STRIP @ 10 KAPLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2024-10-31,2029-10-31,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
DBL1028404937A1,FASGO,PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2024-11-04,2029-11-04,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL1028405304A1,FASGO FORTE,PARACETAMOL,KAPLET; 650 mg,"DUS, 10 STRIP @ 10 KAPLET",FINUSOLPRIMA FARMA INTERNASIONAL - Indonesia,FINUSOLPRIMA FARMA INTERNASIONAL,Indonesia,2022-03-25,2027-03-25,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL1030705210A1,OSKADON EXTRA,CAFFEINE | PARACETAMOL,TABLET,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET ;; DUS, 50 CATCH COVER @ 1 STRIP @ 4 TABLET ;; CATCH COVER @ 1 STRIP @ 4 TABLET",SUPRA FERBINDO FARMA - Indonesia,SUPRA FERBINDO FARMA,Indonesia,2023-04-18,2028-04-18,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,3
DBL1030910737A1,OBH MOLEX,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,"DUS, 1 BOTOL @ 60 ML",MOLEX AYUS - Indonesia,MOLEX AYUS,Indonesia,2025-10-01,2030-10-01,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
DBL1033400237B1,KAMOLAS FORTE,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",SOLAS LANGGENG SEJAHTERA - Indonesia,SOLAS LANGGENG SEJAHTERA,Indonesia,2025-09-15,2030-07-01,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.8,False,1
DBL1033405436A1,KAMOLAS,PARACETAMOL,DROPS,"DUS, 1 BOTOL @ 15 ML",SOLAS LANGGENG SEJAHTERA - Indonesia,SOLAS LANGGENG SEJAHTERA,Indonesia,2025-08-01,2030-04-05,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.7,False,1
DBL1033523135A1,DEHIDRALYTE,SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE,"LARUTAN / CAIRAN; 0,52 G /0,30 G /0,58 G /2,70 G",BOTOL @ 200 ML,NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2022-02-08,2027-02-03,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
DBL1111641033A1,PROMAG,HYDROTALCITE. MAGNESIUM HYDROXIDE. SIMETHICONE,SUSPENSI,"DUS, 6 SACHET @ 10 ML",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2024-09-24,2029-08-23,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.9,False,1
DBL1111641033A3,PROMAG,HYDROTALCITE | MAGNESIUM HYDROXIDE | SIMETHICONE,SUSPENSI,"BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 60 ML",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2025-08-07,2030-08-07,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,2
DBL1116009336A1,METAMOL,PARACETAMOL,DROPS; 60 MG,"DUS, 1 BOTOL @ 15 ML",INTIJAYA META RATNA PHARMINDO - Indonesia,INTIJAYA META RATNA PHARMINDO,Indonesia,2021-07-16,2026-04-19,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.8,True,1
DBL1122235610B1,SANMOL FORTE,PARACETAMOL,TABLET; 650 MG,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2024-08-15,2027-12-27,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.4,False,1
DBL1124401337A1,TEMPRA FORTE (RASA ORANGE),PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 120 ML ;; DUS, 1 BOTOL PLASTIK @ 30 ML",TAISHO PHARMACEUTICAL INDONESIA - Indonesia,TAISHO PHARMACEUTICAL INDONESIA,Indonesia,2025-11-14,2030-11-14,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,3
DBL1124403036A1,TEMPRA (RASA ANGGUR),PARACETAMOL,DROPS,"DUS, 1 BOTOL PLASTIK @ 15 ML ;; DUS, 1 BOTOL PLASTIK @ 30 ML",TAISHO PHARMACEUTICAL INDONESIA - Indonesia,TAISHO PHARMACEUTICAL INDONESIA,Indonesia,2025-08-12,2030-08-12,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
DBL1124403137A1,TEMPRA (RASA ANGGUR),PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 100 ML ;; DUS, 1 BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @ 30 ML",TAISHO PHARMACEUTICAL INDONESIA - Indonesia,TAISHO PHARMACEUTICAL INDONESIA,Indonesia,2025-08-29,2030-08-29,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,3
DBL1202503617A1,SERBION,CYANOCOBALAMIN | PYRIDOXINE HYDROCHLORIDE | THIAMINE MONONITRATE,TABLET SALUT SELAPUT,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT",DIPA PHARMALAB INTERSAINS - Indonesia,DIPA PHARMALAB INTERSAINS,Indonesia,2025-01-24,2030-01-24,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,3,5.0,False,1
DBL1206314237A1,ERLAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2026-03-31,2031-03-31,Berlaku,Obat Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
